[METADATA]
Name: brd14051
Dimension: 14051

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
1235: (3544, 6762)
1236: (3544, 8301)
1237: (3545, 5096)
1238: (3545, 6018)
1239: (3545, 6584)
1240: (3546, 5032)
1241: (3546, 5054)
1242: (3547, 4579)
1243: (3549, 5085)
1244: (3549, 5524)
1245: (3549, 6405)
1246: (3550, 5928)
1247: (3550, 6097)
1248: (3550, 6485)
1249: (3551, 5747)
1250: (3552, 4522)
1251: (3552, 4543)
1252: (3552, 4554)
1253: (3552, 4807)
1254: (3552, 6468)
1255: (3552, 6472)
1256: (3552, 6555)
1257: (3552, 6845)
1258: (3552, 7154)
1259: (3553, 5697)
1260: (3553, 6250)
1261: (3555, 5171)
1262: (3555, 5702)
1263: (3555, 5757)
1264: (3556, 5300)
1265: (3556, 5713)
1266: (3556, 5807)
1267: (3557, 5128)
1268: (3557, 6279)
1269: (3557, 6325)
1270: (3557, 7180)
1271: (3558, 5634)
1272: (3558, 5785)
1273: (3558, 7051)
1274: (3558, 7206)
1275: (3559, 5574)
1276: (3559, 5590)
1277: (3559, 6399)
1278: (3559, 6703)
1279: (3560, 4754)
1280: (3560, 6480)
1281: (3561, 5102)
1282: (3561, 5322)
1283: (3561, 5560)
1284: (3561, 6552)
1285: (3562, 4710)
1286: (3562, 5684)
1287: (3562, 5754)
1288: (3563, 5010)
1289: (3563, 5150)
1290: (3563, 5667)
1291: (3563, 6407)
1292: (3563, 6473)
1293: (3563, 7097)
1294: (3564, 5267)
1295: (3564, 6757)
1296: (3565, 5117)
1297: (3565, 5182)
1298: (3565, 5420)
1299: (3565, 6448)
1300: (3565, 6573)
1301: (3565, 6631)
1302: (3566, 4510)
1303: (3566, 5477)
1304: (3566, 6384)
1305: (3566, 6554)
1306: (3566, 8178)
1307: (3567, 4463)
1308: (3567, 5715)
1309: (3568, 6542)
1310: (3568, 6921)
1311: (3568, 7036)
1312: (3569, 4628)
1313: (3569, 4843)
1314: (3569, 6363)
1315: (3569, 6499)
1316: (3570, 5304)
1317: (3570, 5380)
1318: (3570, 6401)
1319: (3570, 6442)
1320: (3570, 7349)
1321: (3570, 7502)
1322: (3571, 5005)
1323: (3571, 5762)
1324: (3571, 7619)
1325: (3572, 4489)
1326: (3572, 7162)
1327: (3572, 7699)
1328: (3573, 4535)
1329: (3573, 5351)
1330: (3573, 5542)
1331: (3573, 5936)
1332: (3574, 5138)
1333: (3574, 5608)
1334: (3574, 5779)
1335: (3574, 5975)
1336: (3574, 7773)
1337: (3575, 4732)
1338: (3575, 6159)
1339: (3575, 6439)
1340: (3576, 5155)
1341: (3576, 6344)
1342: (3576, 7018)
1343: (3576, 7065)
1344: (3577, 4445)
1345: (3577, 7041)
1346: (3577, 7052)
1347: (3577, 7434)
1348: (3578, 4602)
1349: (3578, 5669)
1350: (3578, 6010)
1351: (3578, 6076)
1352: (3578, 6121)
1353: (3578, 6317)
1354: (3578, 6394)
1355: (3579, 4826)
1356: (3579, 5309)
1357: (3580, 4417)
1358: (3581, 4885)
1359: (3581, 6249)
1360: (3581, 6385)
1361: (3582, 5277)
1362: (3582, 5584)
1363: (3582, 6608)
1364: (3584, 5377)
1365: (3584, 5683)
1366: (3585, 5410)
1367: (3585, 5573)
1368: (3585, 8130)
1369: (3586, 6513)
1370: (3586, 8194)
1371: (3586, 8296)
1372: (3587, 4650)
1373: (3587, 4706)
1374: (3587, 6410)
1375: (3587, 6566)
1376: (3587, 6877)
1377: (3588, 4619)
1378: (3588, 5702)
1379: (3589, 4788)
1380: (3589, 6793)
1381: (3590, 4508)
1382: (3590, 4687)
1383: (3590, 5747)
1384: (3590, 5853)
1385: (3590, 6499)
1386: (3592, 4510)
1387: (3592, 4921)
1388: (3592, 5771)
1389: (3592, 5798)
1390: (3592, 6448)
1391: (3592, 6663)
1392: (3593, 5677)
1393: (3593, 6544)
1394: (3594, 7253)
1395: (3595, 4532)
1396: (3595, 4552)
1397: (3596, 5142)
1398: (3596, 5981)
1399: (3596, 6219)
1400: (3596, 6954)
1401: (3596, 6977)
1402: (3596, 6987)
1403: (3597, 5243)
1404: (3597, 5371)
1405: (3597, 5478)
1406: (3598, 7007)
1407: (3598, 7029)
1408: (3598, 7042)
1409: (3599, 5123)
1410: (3599, 6989)
1411: (3600, 5834)
1412: (3601, 5597)
1413: (3601, 5781)
1414: (3601, 5944)
1415: (3601, 6970)
1416: (3602, 4813)
1417: (3602, 4948)
1418: (3602, 5684)
1419: (3602, 7052)
1420: (3603, 6093)
1421: (3603, 6999)
1422: (3603, 7066)
1423: (3604, 5757)
1424: (3604, 6663)
1425: (3604, 6691)
1426: (3605, 5369)
1427: (3605, 5821)
1428: (3606, 6435)
1429: (3606, 7698)
1430: (3606, 7716)
1431: (3607, 4763)
1432: (3607, 7021)
1433: (3607, 7151)
1434: (3608, 4471)
1435: (3608, 4582)
1436: (3608, 5969)
1437: (3609, 5203)
1438: (3609, 5714)
1439: (3609, 6050)
1440: (3609, 6484)
1441: (3609, 6729)
1442: (3610, 5320)
1443: (3610, 6945)
1444: (3610, 7221)
1445: (3611, 6631)
1446: (3611, 6764)
1447: (3611, 8269)
1448: (3612, 5519)
1449: (3612, 5694)
1450: (3612, 5992)
1451: (3612, 6582)
1452: (3613, 6382)
1453: (3614, 5305)
1454: (3614, 5416)
1455: (3615, 5530)
1456: (3615, 7508)
1457: (3616, 4854)
1458: (3616, 8146)
1459: (3617, 4657)
1460: (3617, 6305)
1461: (3617, 6925)
1462: (3618, 5053)
1463: (3618, 5278)
1464: (3618, 6992)
1465: (3619, 4680)
1466: (3619, 7020)
1467: (3619, 7357)
1468: (3620, 7007)
1469: (3620, 7021)
1470: (3620, 7036)
1471: (3620, 7096)
1472: (3620, 8223)
1473: (3621, 4980)
1474: (3621, 5645)
1475: (3621, 7067)
1476: (3621, 8178)
1477: (3622, 4488)
1478: (3622, 4514)
1479: (3622, 5856)
1480: (3622, 6258)
1481: (3622, 6473)
1482: (3623, 5753)
1483: (3623, 5801)
1484: (3623, 6245)
1485: (3623, 6597)
1486: (3623, 6714)
1487: (3624, 6177)
1488: (3624, 6192)
1489: (3624, 6212)
1490: (3624, 6217)
1491: (3625, 4970)
1492: (3625, 5555)
1493: (3625, 5727)
1494: (3625, 6222)
1495: (3625, 6280)
1496: (3625, 6398)
1497: (3626, 4454)
1498: (3626, 4815)
1499: (3626, 6167)
1500: (3626, 6257)
1501: (3626, 6456)
1502: (3626, 6796)
1503: (3627, 5917)
1504: (3628, 5374)
1505: (3628, 5655)
1506: (3628, 5674)
1507: (3629, 5165)
1508: (3629, 5502)
1509: (3629, 5809)
1510: (3629, 6044)
1511: (3630, 6823)
1512: (3630, 7103)
1513: (3630, 7136)
1514: (3630, 7181)
1515: (3630, 7311)
1516: (3630, 7572)
1517: (3631, 5008)
1518: (3631, 5589)
1519: (3631, 5688)
1520: (3631, 6506)
1521: (3631, 6700)
1522: (3631, 7009)
1523: (3631, 7020)
1524: (3632, 4839)
1525: (3632, 5568)
1526: (3632, 6397)
1527: (3633, 4596)
1528: (3633, 5148)
1529: (3633, 5778)
1530: (3634, 6442)
1531: (3634, 6979)
1532: (3636, 4930)
1533: (3636, 6436)
1534: (3636, 6945)
1535: (3637, 4994)
1536: (3637, 5821)
1537: (3638, 5714)
1538: (3639, 6152)
1539: (3639, 6167)
1540: (3639, 6261)
1541: (3639, 6889)
1542: (3639, 7712)
1543: (3640, 4433)
1544: (3640, 7052)
1545: (3641, 6980)
1546: (3641, 6994)
1547: (3641, 7007)
1548: (3641, 7033)
1549: (3642, 6330)
1550: (3642, 7081)
1551: (3642, 8201)
1552: (3643, 6383)
1553: (3643, 6490)
1554: (3644, 4697)
1555: (3644, 5729)
1556: (3644, 5816)
1557: (3645, 5012)
1558: (3645, 6409)
1559: (3646, 7509)
1560: (3647, 4503)
1561: (3647, 6725)
1562: (3648, 5237)
1563: (3648, 5343)
1564: (3649, 4636)
1565: (3649, 5677)
1566: (3649, 6192)
1567: (3649, 6212)
1568: (3649, 6397)
1569: (3650, 5275)
1570: (3650, 5942)
1571: (3651, 5186)
1572: (3651, 5420)
1573: (3651, 7052)
1574: (3652, 4983)
1575: (3652, 5753)
1576: (3652, 6034)
1577: (3652, 6810)
1578: (3652, 7207)
1579: (3652, 7853)
1580: (3653, 4868)
1581: (3653, 6257)
1582: (3653, 6262)
1583: (3653, 6512)
1584: (3653, 6747)
1585: (3653, 6765)
1586: (3653, 7404)
1587: (3653, 7436)
1588: (3654, 5037)
1589: (3655, 5509)
1590: (3655, 5539)
1591: (3655, 5558)
1592: (3655, 6108)
1593: (3655, 6955)
1594: (3655, 7099)
1595: (3655, 7127)
1596: (3655, 8228)
1597: (3656, 5405)
1598: (3656, 5820)
1599: (3657, 5378)
1600: (3657, 5759)
1601: (3657, 6177)
1602: (3657, 6213)
1603: (3657, 6761)
1604: (3658, 4530)
1605: (3658, 5262)
1606: (3658, 6463)
1607: (3659, 4937)
1608: (3659, 5664)
1609: (3659, 6689)
1610: (3660, 4471)
1611: (3660, 4788)
1612: (3660, 4967)
1613: (3660, 5459)
1614: (3660, 5742)
1615: (3660, 6105)
1616: (3660, 6662)
1617: (3660, 7566)
1618: (3660, 7825)
1619: (3661, 5488)
1620: (3661, 5885)
1621: (3661, 6700)
1622: (3661, 6701)
1623: (3661, 6972)
1624: (3661, 6988)
1625: (3661, 7007)
1626: (3661, 7027)
1627: (3661, 7060)
1628: (3661, 7079)
1629: (3662, 5443)
1630: (3662, 5843)
1631: (3663, 4601)
1632: (3664, 5017)
1633: (3665, 4579)
1634: (3665, 5459)
1635: (3665, 5862)
1636: (3666, 5348)
1637: (3666, 6491)
1638: (3666, 6945)
1639: (3667, 4766)
1640: (3668, 4732)
1641: (3668, 6004)
1642: (3669, 6855)
1643: (3670, 5893)
1644: (3671, 5497)
1645: (3671, 5687)
1646: (3672, 5211)
1647: (3673, 4439)
1648: (3673, 4839)
1649: (3673, 5602)
1650: (3674, 5031)
1651: (3674, 6955)
1652: (3674, 7592)
1653: (3675, 4503)
1654: (3675, 5046)
1655: (3675, 5063)
1656: (3675, 5420)
1657: (3675, 5652)
1658: (3675, 7133)
1659: (3676, 4671)
1660: (3676, 4807)
1661: (3676, 6794)
1662: (3677, 4874)
1663: (3677, 9490)
1664: (3678, 5006)
1665: (3678, 6471)
1666: (3678, 7063)
1667: (3678, 7181)
1668: (3679, 4527)
1669: (3679, 6048)
1670: (3679, 6176)
1671: (3679, 6433)
1672: (3679, 7074)
1673: (3680, 6202)
1674: (3680, 6638)
1675: (3680, 7097)
1676: (3681, 4914)
1677: (3681, 4964)
1678: (3681, 5126)
1679: (3681, 6287)
1680: (3681, 6546)
1681: (3681, 6603)
1682: (3681, 6978)
1683: (3681, 6996)
1684: (3681, 7009)
1685: (3681, 7036)
1686: (3682, 5610)
1687: (3682, 6093)
1688: (3682, 7120)
1689: (3682, 7121)
1690: (3683, 5503)
1691: (3683, 6222)
1692: (3683, 6373)
1693: (3683, 7305)
1694: (3684, 5136)
1695: (3684, 6578)
1696: (3685, 4696)
1697: (3685, 5747)
1698: (3685, 5834)
1699: (3685, 5847)
1700: (3685, 6391)
1701: (3685, 7245)
1702: (3686, 6735)
1703: (3687, 5808)
1704: (3687, 8330)
1705: (3688, 6177)
1706: (3688, 6192)
1707: (3688, 6245)
1708: (3688, 6499)
1709: (3688, 6724)
1710: (3688, 6747)
1711: (3688, 7442)
1712: (3688, 8110)
1713: (3689, 5071)
1714: (3689, 5559)
1715: (3689, 5730)
1716: (3690, 4991)
1717: (3690, 5949)
1718: (3690, 6245)
1719: (3690, 6256)
1720: (3691, 4451)
1721: (3691, 6251)
1722: (3692, 6903)
1723: (3692, 8255)
1724: (3693, 4937)
1725: (3693, 6256)
1726: (3693, 7067)
1727: (3693, 7082)
1728: (3693, 7116)
1729: (3693, 9158)
1730: (3694, 4556)
1731: (3694, 7031)
1732: (3694, 7050)
1733: (3694, 7134)
1734: (3694, 7147)
1735: (3696, 5920)
1736: (3697, 5688)
1737: (3697, 6167)
1738: (3698, 4972)
1739: (3698, 6222)
1740: (3699, 5276)
1741: (3699, 5314)
1742: (3699, 5425)
1743: (3699, 6157)
1744: (3699, 7769)
1745: (3700, 5666)
1746: (3700, 6383)
1747: (3701, 5148)
1748: (3702, 4739)
1749: (3702, 5621)
1750: (3702, 6176)
1751: (3702, 6303)
1752: (3702, 7037)
1753: (3702, 7657)
1754: (3703, 4705)
1755: (3703, 5876)
1756: (3703, 6202)
1757: (3703, 6467)
1758: (3703, 7754)
1759: (3703, 9186)
1760: (3704, 5036)
1761: (3705, 5086)
1762: (3705, 5649)
1763: (3705, 6667)
1764: (3706, 5026)
1765: (3706, 5837)
1766: (3706, 5936)
1767: (3706, 6157)
1768: (3706, 6193)
1769: (3706, 6625)
1770: (3707, 7008)
1771: (3707, 7954)
1772: (3708, 4603)
1773: (3708, 6378)
1774: (3708, 6976)
1775: (3709, 5047)
1776: (3709, 6684)
1777: (3709, 6697)
1778: (3709, 7044)
1779: (3710, 5017)
1780: (3710, 5490)
1781: (3710, 6907)
1782: (3710, 7167)
1783: (3711, 5951)
1784: (3711, 6762)
1785: (3711, 6794)
1786: (3711, 7345)
1787: (3711, 8344)
1788: (3712, 5906)
1789: (3712, 6368)
1790: (3713, 6205)
1791: (3713, 6222)
1792: (3713, 6714)
1793: (3714, 5506)
1794: (3714, 5581)
1795: (3715, 4925)
1796: (3715, 7059)
1797: (3715, 9271)
1798: (3716, 4477)
1799: (3716, 4945)
1800: (3716, 5654)
1801: (3716, 5785)
1802: (3716, 6117)
1803: (3716, 8412)
1804: (3717, 5069)
1805: (3717, 5885)
1806: (3717, 6422)
1807: (3717, 6707)
1808: (3717, 6722)
1809: (3717, 7631)
1810: (3717, 9220)
1811: (3719, 4786)
1812: (3719, 5665)
1813: (3719, 6702)
1814: (3720, 5620)
1815: (3721, 5258)
1816: (3721, 5557)
1817: (3721, 6252)
1818: (3722, 5174)
1819: (3722, 6128)
1820: (3722, 7118)
1821: (3722, 8555)
1822: (3723, 4504)
1823: (3723, 5326)
1824: (3723, 5494)
1825: (3723, 5520)
1826: (3723, 5902)
1827: (3723, 6391)
1828: (3723, 6697)
1829: (3724, 4754)
1830: (3724, 6704)
1831: (3725, 8490)
1832: (3726, 6152)
1833: (3727, 4931)
1834: (3727, 7014)
1835: (3728, 6994)
1836: (3729, 4829)
1837: (3729, 5349)
1838: (3729, 6963)
1839: (3730, 6722)
1840: (3731, 5098)
1841: (3731, 5557)
1842: (3731, 6700)
1843: (3731, 6705)
1844: (3731, 6715)
1845: (3732, 5183)
1846: (3732, 5865)
1847: (3732, 6081)
1848: (3732, 6353)
1849: (3732, 6497)
1850: (3732, 7375)
1851: (3733, 4550)
1852: (3733, 4899)
1853: (3733, 8200)
1854: (3734, 4709)
1855: (3734, 4996)
1856: (3734, 5124)
1857: (3734, 6286)
1858: (3734, 6609)
1859: (3735, 5163)
1860: (3735, 5471)
1861: (3735, 5543)
1862: (3735, 5794)
1863: (3735, 7063)
1864: (3736, 4672)
1865: (3736, 5763)
1866: (3736, 6063)
1867: (3736, 6715)
1868: (3736, 6948)
1869: (3737, 4968)
1870: (3737, 5049)
1871: (3737, 5274)
1872: (3737, 5523)
1873: (3737, 5709)
1874: (3737, 8008)
1875: (3737, 9219)
1876: (3737, 9293)
1877: (3738, 4952)
1878: (3738, 5670)
1879: (3739, 5283)
1880: (3739, 5907)
1881: (3739, 7546)
1882: (3740, 4869)
1883: (3740, 5642)
1884: (3741, 4934)
1885: (3742, 5092)
1886: (3742, 5108)
1887: (3742, 5655)
1888: (3742, 6329)
1889: (3742, 6520)
1890: (3742, 6715)
1891: (3743, 5291)
1892: (3743, 6208)
1893: (3744, 4552)
1894: (3744, 5520)
1895: (3744, 6811)
1896: (3745, 4717)
1897: (3745, 5829)
1898: (3745, 6555)
1899: (3745, 6762)
1900: (3745, 6888)
1901: (3745, 7036)
1902: (3745, 7957)
1903: (3746, 5601)
1904: (3746, 6822)
1905: (3747, 4636)
1906: (3747, 5016)
1907: (3747, 5077)
1908: (3747, 5938)
1909: (3747, 8135)
1910: (3748, 4767)
1911: (3748, 5625)
1912: (3748, 6085)
1913: (3748, 7333)
1914: (3749, 5062)
1915: (3749, 6115)
1916: (3750, 4444)
1917: (3750, 5425)
1918: (3750, 6039)
1919: (3750, 6664)
1920: (3751, 4576)
1921: (3752, 7053)
1922: (3752, 7070)
1923: (3753, 5639)
1924: (3753, 7194)
1925: (3754, 5878)
1926: (3754, 6046)
1927: (3754, 7004)
1928: (3756, 5114)
1929: (3756, 5448)
1930: (3757, 5329)
1931: (3757, 6174)
1932: (3758, 7507)
1933: (3759, 5668)
1934: (3759, 5784)
1935: (3759, 5844)
1936: (3759, 6002)
1937: (3759, 6846)
1938: (3760, 5356)
1939: (3760, 6824)
1940: (3760, 7450)
1941: (3761, 5031)
1942: (3761, 5197)
1943: (3761, 5274)
1944: (3761, 5383)
1945: (3761, 5421)
1946: (3761, 5605)
1947: (3761, 8056)
1948: (3762, 4887)
1949: (3762, 5188)
1950: (3762, 5491)
1951: (3762, 7028)
1952: (3762, 7041)
1953: (3763, 4938)
1954: (3763, 5307)
1955: (3763, 6866)
1956: (3763, 6993)
1957: (3763, 7856)
1958: (3764, 4857)
1959: (3764, 6066)
1960: (3765, 4906)
1961: (3765, 4974)
1962: (3765, 5701)
1963: (3765, 6748)
1964: (3766, 4833)
1965: (3766, 4928)
1966: (3766, 4997)
1967: (3766, 9260)
1968: (3767, 5296)
1969: (3767, 5585)
1970: (3768, 7110)
1971: (3768, 9142)
1972: (3769, 5030)
1973: (3769, 5444)
1974: (3769, 8622)
1975: (3770, 4474)
1976: (3770, 4787)
1977: (3771, 5425)
1978: (3771, 5931)
1979: (3771, 6742)
1980: (3771, 7011)
1981: (3772, 4746)
1982: (3772, 5137)
1983: (3772, 7075)
1984: (3773, 5228)
1985: (3773, 7368)
1986: (3773, 7642)
1987: (3774, 5641)
1988: (3774, 5691)
1989: (3774, 6440)
1990: (3775, 5710)
1991: (3775, 5794)
1992: (3776, 5495)
1993: (3776, 7638)
1994: (3776, 9521)
1995: (3777, 5123)
1996: (3777, 5200)
1997: (3777, 5402)
1998: (3777, 5811)
1999: (3777, 6038)
2000: (3777, 6153)
2001: (3777, 6905)
2002: (3777, 7783)
2003: (3777, 7999)
2004: (3778, 5181)
2005: (3778, 5905)
2006: (3778, 6476)
2007: (3779, 5878)
2008: (3779, 6340)
2009: (3779, 7308)
2010: (3779, 8363)
2011: (3780, 5109)
2012: (3780, 6048)
2013: (3781, 4581)
2014: (3781, 5161)
2015: (3781, 5336)
2016: (3781, 6920)
2017: (3782, 4927)
2018: (3782, 5500)
2019: (3782, 6630)
2020: (3783, 5369)
2021: (3783, 6723)
2022: (3783, 6900)
2023: (3784, 4695)
2024: (3784, 5073)
2025: (3784, 5418)
2026: (3784, 5438)
2027: (3784, 6860)
2028: (3784, 9420)
2029: (3785, 4777)
2030: (3785, 5281)
2031: (3785, 5319)
2032: (3785, 6028)
2033: (3785, 6568)
2034: (3785, 7952)
2035: (3786, 6185)
2036: (3787, 5592)
2037: (3787, 5642)
2038: (3788, 5377)
2039: (3788, 6004)
2040: (3789, 4883)
2041: (3789, 5960)
2042: (3789, 6258)
2043: (3789, 7229)
2044: (3789, 7978)
2045: (3790, 4713)
2046: (3790, 4833)
2047: (3790, 7063)
2048: (3790, 7076)
2049: (3791, 4802)
2050: (3791, 4858)
2051: (3791, 5150)
2052: (3791, 6011)
2053: (3791, 6964)
2054: (3792, 4520)
2055: (3792, 4639)
2056: (3792, 6322)
2057: (3793, 5254)
2058: (3793, 6432)
2059: (3793, 7032)
2060: (3794, 5901)
2061: (3794, 7726)
2062: (3795, 4760)
2063: (3795, 6731)
2064: (3795, 8181)
2065: (3795, 8461)
2066: (3796, 5661)
2067: (3796, 6717)
2068: (3797, 5459)
2069: (3797, 5695)
2070: (3797, 7188)
2071: (3798, 5486)
2072: (3798, 7084)
2073: (3799, 4968)
2074: (3799, 5187)
2075: (3799, 7054)
2076: (3800, 5762)
2077: (3800, 6781)
2078: (3800, 6879)
2079: (3800, 8276)
2080: (3800, 9196)
2081: (3801, 5137)
2082: (3801, 5272)
2083: (3801, 5729)
2084: (3801, 5970)
2085: (3801, 6132)
2086: (3801, 8318)
2087: (3802, 5316)
2088: (3802, 5435)
2089: (3803, 5150)
2090: (3803, 5173)
2091: (3803, 5351)
2092: (3803, 5385)
2093: (3803, 6974)
2094: (3804, 4812)
2095: (3804, 5676)
2096: (3805, 4848)
2097: (3805, 5120)
2098: (3805, 5209)
2099: (3806, 4781)
2100: (3807, 4903)
2101: (3807, 8417)
2102: (3807, 9145)
2103: (3809, 7942)
2104: (3810, 9265)
2105: (3811, 4491)
2106: (3811, 4666)
2107: (3812, 4762)
2108: (3812, 5301)
2109: (3812, 6085)
2110: (3812, 7509)
2111: (3812, 9395)
2112: (3813, 4556)
2113: (3813, 4861)
2114: (3813, 5243)
2115: (3813, 5853)
2116: (3814, 4617)
2117: (3814, 5481)
2118: (3814, 6484)
2119: (3814, 7430)
2120: (3815, 5105)
2121: (3815, 5601)
2122: (3815, 5933)
2123: (3815, 6828)
2124: (3815, 8365)
2125: (3815, 8500)
2126: (3817, 4523)
2127: (3817, 4820)
2128: (3817, 5219)
2129: (3817, 5342)
2130: (3817, 7005)
2131: (3817, 7028)
2132: (3817, 7058)
2133: (3817, 7076)
2134: (3817, 7647)
2135: (3818, 4508)
2136: (3818, 4896)
2137: (3818, 5550)
2138: (3818, 5698)
2139: (3818, 5823)
2140: (3819, 5189)
2141: (3819, 5288)
2142: (3819, 5508)
2143: (3819, 5944)
2144: (3819, 6529)
2145: (3819, 7209)
2146: (3819, 7327)
2147: (3819, 9114)
2148: (3820, 9053)
2149: (3821, 4908)
2150: (3821, 5278)
2151: (3821, 5368)
2152: (3821, 6194)
2153: (3822, 4734)
2154: (3822, 5165)
2155: (3823, 8883)
2156: (3824, 5466)
2157: (3824, 5686)
2158: (3825, 5361)
2159: (3825, 5393)
2160: (3826, 5645)
2161: (3826, 7594)
2162: (3826, 8288)
2163: (3827, 5331)
2164: (3827, 6051)
2165: (3827, 6338)
2166: (3827, 6754)
2167: (3828, 4489)
2168: (3828, 7117)
2169: (3828, 9207)
2170: (3829, 5076)
2171: (3829, 5571)
2172: (3829, 5739)
2173: (3829, 7053)
2174: (3829, 7922)
2175: (3830, 5380)
2176: (3830, 5533)
2177: (3830, 5923)
2178: (3830, 6606)
2179: (3830, 7541)
2180: (3830, 8342)
2181: (3831, 4785)
2182: (3831, 6080)
2183: (3832, 5266)
2184: (3833, 4924)
2185: (3833, 7286)
2186: (3834, 4853)
2187: (3834, 5251)
2188: (3835, 5218)
2189: (3835, 5668)
2190: (3835, 5833)
2191: (3836, 7747)
2192: (3837, 4832)
2193: (3837, 5608)
2194: (3837, 7028)
2195: (3837, 7066)
2196: (3837, 7080)
2197: (3837, 8054)
2198: (3837, 8563)
2199: (3838, 5311)
2200: (3838, 6109)
2201: (3838, 6480)
2202: (3838, 6673)
2203: (3839, 8245)
2204: (3840, 4772)
2205: (3840, 4901)
2206: (3840, 6864)
2207: (3840, 9087)
2208: (3841, 4671)
2209: (3841, 4747)
2210: (3841, 5138)
2211: (3841, 5193)
2212: (3841, 5718)
2213: (3841, 8893)
2214: (3842, 5090)
2215: (3842, 7708)
2216: (3842, 8686)
2217: (3843, 5285)
2218: (3843, 5519)
2219: (3843, 8798)
2220: (3843, 9331)
2221: (3844, 4491)
2222: (3844, 4879)
2223: (3844, 4923)
2224: (3844, 6439)
2225: (3844, 8938)
2226: (3844, 9020)
2227: (3845, 6241)
2228: (3845, 6996)
2229: (3845, 9401)
2230: (3846, 8389)
2231: (3846, 8573)
2232: (3846, 8633)
2233: (3846, 8654)
2234: (3847, 6206)
2235: (3848, 4644)
2236: (3848, 4799)
2237: (3848, 5105)
2238: (3848, 7062)
2239: (3848, 8843)
2240: (3849, 5171)
2241: (3849, 5299)
2242: (3849, 5478)
2243: (3850, 8123)
2244: (3851, 5627)
2245: (3852, 5429)
2246: (3852, 7851)
2247: (3852, 9301)
2248: (3853, 6732)
2249: (3853, 9103)
2250: (3854, 4588)
2251: (3854, 5779)
2252: (3854, 6170)
2253: (3854, 9082)
2254: (3855, 5209)
2255: (3855, 5552)
2256: (3855, 5826)
2257: (3855, 7072)
2258: (3856, 5587)
2259: (3856, 5894)
2260: (3856, 9314)
2261: (3857, 4558)
2262: (3857, 4621)
2263: (3857, 5050)
2264: (3857, 5331)
2265: (3857, 5689)
2266: (3857, 7053)
2267: (3857, 7080)
2268: (3857, 7138)
2269: (3857, 7232)
2270: (3858, 4807)
2271: (3858, 5221)
2272: (3858, 8199)
2273: (3858, 8285)
2274: (3859, 4689)
2275: (3859, 4852)
2276: (3859, 5374)
2277: (3859, 6897)
2278: (3860, 6883)
2279: (3860, 7784)
2280: (3861, 4664)
2281: (3861, 5149)
2282: (3861, 6838)
2283: (3861, 8725)
2284: (3862, 5079)
2285: (3862, 5253)
2286: (3862, 5284)
2287: (3862, 6526)
2288: (3863, 4863)
2289: (3863, 5181)
2290: (3863, 8909)
2291: (3864, 5365)
2292: (3864, 5738)
2293: (3864, 8605)
2294: (3865, 6159)
2295: (3865, 8975)
2296: (3865, 9403)
2297: (3866, 8579)
2298: (3867, 5461)
2299: (3867, 7124)
2300: (3867, 7781)
2301: (3868, 4478)
2302: (3868, 4709)
2303: (3868, 5267)
2304: (3868, 7089)
2305: (3868, 7110)
2306: (3868, 7541)
2307: (3868, 9363)
2308: (3868, 9465)
2309: (3869, 6558)
2310: (3869, 9465)
2311: (3870, 4625)
2312: (3870, 5512)
2313: (3870, 5876)
2314: (3870, 5996)
2315: (3870, 7076)
2316: (3871, 5405)
2317: (3871, 5548)
2318: (3872, 4616)
2319: (3872, 4773)
2320: (3872, 4820)
2321: (3872, 6801)
2322: (3873, 4883)
2323: (3873, 4917)
2324: (3873, 5815)
2325: (3873, 6897)
2326: (3873, 7045)
2327: (3874, 4804)
2328: (3874, 5646)
2329: (3874, 7135)
2330: (3874, 7978)
2331: (3874, 8509)
2332: (3874, 8692)
2333: (3875, 4491)
2334: (3875, 4650)
2335: (3875, 5191)
2336: (3875, 7678)
2337: (3876, 4854)
2338: (3876, 5087)
2339: (3876, 5111)
2340: (3876, 5318)
2341: (3877, 5397)
2342: (3877, 8761)
2343: (3878, 5680)
2344: (3878, 5984)
2345: (3878, 6032)
2346: (3878, 8882)
2347: (3879, 4866)
2348: (3879, 6006)
2349: (3879, 7469)
2350: (3879, 8733)
2351: (3881, 5358)
2352: (3881, 5489)
2353: (3881, 8787)
2354: (3882, 5253)
2355: (3882, 5757)
2356: (3882, 6399)
2357: (3882, 7294)
2358: (3883, 4588)
2359: (3883, 4647)
2360: (3883, 6327)
2361: (3883, 6636)
2362: (3883, 6936)
2363: (3884, 4909)
2364: (3884, 4931)
2365: (3884, 6491)
2366: (3884, 6935)
2367: (3884, 6943)
2368: (3884, 7040)
2369: (3884, 7088)
2370: (3884, 7141)
2371: (3884, 7147)
2372: (3884, 9257)
2373: (3885, 5179)
2374: (3885, 5300)
2375: (3885, 5384)
2376: (3885, 5955)
2377: (3885, 6914)
2378: (3885, 7130)
2379: (3885, 7153)
2380: (3885, 9341)
2381: (3886, 4892)
2382: (3886, 5333)
2383: (3886, 5604)
2384: (3886, 5894)
2385: (3886, 8125)
2386: (3886, 9202)
2387: (3887, 4503)
2388: (3887, 4829)
2389: (3887, 4944)
2390: (3887, 6133)
2391: (3887, 7083)
2392: (3887, 7409)
2393: (3888, 5469)
2394: (3888, 6082)
2395: (3888, 9386)
