[METADATA]
Name: d15112
Dimension: 15112

[TSP_DATA_INFO]
Type: TSP, Traveling salesman problem (TSP) 
1238: (8006, 19950)
1239: (8555, 13234)
1240: (10339, 12128)
1241: (8165, 20468)
1242: (6267, 6156)
1243: (10928, 17076)
1244: (11897, 16275)
1245: (11521, 8125)
1246: (15488, 15470)
1247: (6735, 2164)
1248: (3931, 8084)
1249: (6562, 16336)
1250: (2677, 8854)
1251: (1571, 8178)
1252: (9556, 3592)
1253: (14896, 22057)
1254: (3242, 727)
1255: (3876, 16300)
1256: (7551, 4167)
1257: (1445, 9285)
1258: (11524, 6408)
1259: (3727, 10777)
1260: (5578, 6788)
1261: (3510, 10531)
1262: (5403, 4587)
1263: (7616, 7681)
1264: (2428, 7148)
1265: (8308, 12367)
1266: (3958, 5384)
1267: (11730, 9521)
1268: (14524, 16704)
1269: (3439, 8603)
1270: (15128, 16522)
1271: (11793, 15751)
1272: (11142, 10266)
1273: (8870, 12393)
1274: (4179, 5671)
1275: (15870, 11446)
1276: (4182, 9295)
1277: (3385, 10416)
1278: (1416, 8853)
1279: (6849, 9243)
1280: (1073, 8143)
1281: (8353, 9764)
1282: (9913, 7859)
1283: (7204, 7735)
1284: (15989, 13952)
1285: (17686, 11840)
1286: (4267, 7155)
1287: (16205, 12211)
1288: (5086, 10337)
1289: (9118, 12801)
1290: (9556, 9845)
1291: (8984, 11438)
1292: (11870, 8357)
1293: (4905, 8157)
1294: (8245, 9402)
1295: (14609, 4817)
1296: (16559, 11888)
1297: (14521, 795)
1298: (4706, 4511)
1299: (5972, 2808)
1300: (16379, 19194)
1301: (11223, 16491)
1302: (8226, 17781)
1303: (8461, 21287)
1304: (4695, 15185)
1305: (4523, 6710)
1306: (7229, 3699)
1307: (9513, 4088)
1308: (7710, 21919)
1309: (3600, 7076)
1310: (1171, 8203)
1311: (12783, 13298)
1312: (12031, 15708)
1313: (10024, 10760)
1314: (6348, 2592)
1315: (3668, 10665)
1316: (14035, 5619)
1317: (8786, 414)
1318: (12735, 17918)
1319: (6659, 8319)
1320: (13174, 17455)
1321: (11430, 19979)
1322: (11683, 9453)
1323: (15694, 18377)
1324: (9721, 11883)
1325: (10098, 13743)
1326: (14800, 15581)
1327: (12579, 21282)
1328: (12784, 10686)
1329: (10892, 10834)
1330: (1506, 9654)
1331: (14138, 19431)
1332: (2774, 8351)
1333: (14278, 15274)
1334: (14403, 18903)
1335: (16352, 19370)
1336: (11628, 9447)
1337: (2880, 6878)
1338: (7809, 3124)
1339: (13518, 9822)
1340: (8165, 5878)
1341: (8045, 3163)
1342: (9608, 18457)
1343: (1714, 8669)
1344: (716, 9107)
1345: (9346, 12638)
1346: (9445, 21531)
1347: (6573, 17259)
1348: (12686, 18231)
1349: (15023, 20280)
1350: (17086, 16545)
1351: (7416, 19021)
1352: (16194, 16787)
1353: (13768, 15529)
1354: (2546, 5842)
1355: (9339, 19942)
1356: (9531, 3803)
1357: (15597, 18825)
1358: (11862, 9577)
1359: (15535, 12514)
1360: (13839, 14363)
1361: (3637, 19395)
1362: (6493, 14190)
1363: (7155, 20034)
1364: (15594, 15392)
1365: (11060, 20629)
1366: (14574, 12214)
1367: (11676, 18055)
1368: (16137, 18401)
1369: (15204, 16461)
1370: (14518, 13005)
1371: (5120, 1366)
1372: (14824, 10349)
1373: (16416, 18118)
1374: (15538, 19377)
1375: (14155, 18946)
1376: (14422, 17958)
1377: (8222, 21379)
1378: (12691, 17798)
1379: (8804, 20701)
1380: (16557, 13128)
1381: (12665, 13483)
1382: (11739, 10990)
1383: (4423, 6687)
1384: (4869, 6902)
1385: (12368, 9365)
1386: (3828, 5193)
1387: (11299, 17978)
1388: (14756, 12392)
1389: (9992, 2664)
1390: (10797, 20059)
1391: (10392, 19014)
1392: (1614, 14047)
1393: (13620, 15684)
1394: (2765, 12871)
1395: (12152, 10733)
1396: (13634, 9901)
1397: (9012, 13017)
1398: (14076, 11958)
1399: (3458, 7731)
1400: (14542, 11149)
1401: (8493, 14421)
1402: (4473, 18782)
1403: (12428, 2836)
1404: (3612, 17665)
1405: (9985, 9418)
1406: (15106, 11824)
1407: (13931, 11758)
1408: (10313, 19350)
1409: (12515, 17836)
1410: (6144, 3055)
1411: (11462, 10332)
1412: (3938, 9709)
1413: (1871, 9246)
1414: (7386, 13264)
1415: (4796, 7945)
1416: (13232, 3025)
1417: (14657, 5285)
1418: (8688, 12506)
1419: (8504, 13149)
1420: (9531, 16995)
1421: (7305, 14312)
1422: (13013, 5886)
1423: (6261, 1272)
1424: (7609, 932)
1425: (7535, 489)
1426: (10355, 1072)
1427: (4557, 5919)
1428: (8068, 4406)
1429: (6187, 3996)
1430: (14533, 5241)
1431: (4274, 5787)
1432: (12880, 15400)
1433: (10632, 15548)
1434: (7734, 22706)
1435: (8905, 1444)
1436: (4722, 6239)
1437: (13893, 11945)
1438: (10325, 9989)
1439: (12963, 11988)
1440: (13197, 20953)
1441: (13637, 12731)
1442: (12795, 12448)
1443: (10690, 10275)
1444: (7238, 16839)
1445: (8117, 3980)
1446: (11084, 4551)
1447: (12671, 16228)
1448: (8360, 21348)
1449: (14506, 11459)
1450: (10731, 19775)
1451: (7472, 22556)
1452: (15872, 17563)
1453: (12346, 19942)
1454: (3690, 1261)
1455: (3952, 5340)
1456: (4060, 10266)
1457: (11950, 16037)
1458: (3009, 18121)
1459: (8346, 20924)
1460: (3822, 13195)
1461: (14742, 13052)
1462: (6390, 5123)
1463: (8044, 19625)
1464: (2248, 7281)
1465: (3513, 17300)
1466: (11823, 21184)
1467: (13992, 12556)
1468: (7093, 21902)
1469: (10256, 13848)
1470: (15985, 10940)
1471: (14509, 10568)
1472: (13868, 16655)
1473: (8765, 18994)
1474: (2908, 6480)
1475: (8365, 3519)
1476: (14130, 12029)
1477: (7507, 4220)
1478: (10319, 20223)
1479: (9364, 14609)
1480: (9155, 21097)
1481: (10304, 15710)
1482: (8642, 12794)
1483: (4330, 17582)
1484: (12473, 9428)
1485: (5208, 2597)
1486: (10349, 10698)
1487: (6945, 17923)
1488: (5742, 2176)
1489: (3450, 2132)
1490: (14264, 16553)
1491: (6767, 23289)
1492: (7084, 13600)
1493: (3788, 8801)
1494: (13811, 4744)
1495: (6489, 22480)
1496: (4962, 15591)
1497: (17207, 14013)
1498: (11115, 20716)
1499: (9578, 11013)
1500: (11966, 19954)
1501: (9638, 17985)
1502: (15071, 18497)
1503: (9624, 18713)
1504: (7766, 20229)
1505: (7856, 21355)
1506: (5894, 18751)
1507: (7127, 20781)
1508: (7709, 19981)
1509: (7131, 20839)
1510: (8496, 21437)
1511: (14970, 19945)
1512: (7442, 3855)
1513: (11811, 10937)
1514: (2850, 7743)
1515: (787, 7877)
1516: (9026, 11341)
1517: (15983, 16423)
1518: (13111, 18692)
1519: (7170, 22508)
1520: (3566, 1640)
1521: (9269, 11892)
1522: (8761, 151)
1523: (10475, 20651)
1524: (7576, 17225)
1525: (7230, 1753)
1526: (17230, 14775)
1527: (6933, 22413)
1528: (5832, 3483)
1529: (3203, 9874)
1530: (1603, 7307)
1531: (9838, 16965)
1532: (1851, 9192)
1533: (2442, 10515)
1534: (4743, 1299)
1535: (9690, 3226)
1536: (16247, 19300)
1537: (11192, 16886)
1538: (3577, 7567)
1539: (2234, 9228)
1540: (8655, 2088)
1541: (8274, 20702)
1542: (8978, 4518)
1543: (3367, 8943)
1544: (12194, 11935)
1545: (5735, 13337)
1546: (6287, 22646)
1547: (8335, 21204)
1548: (7881, 22581)
1549: (8016, 21226)
1550: (6767, 13041)
1551: (4943, 14758)
1552: (14357, 14301)
1553: (14468, 16788)
1554: (7708, 21730)
1555: (5432, 22886)
1556: (7607, 22227)
1557: (14971, 12221)
1558: (12876, 17671)
1559: (6835, 11408)
1560: (2092, 14025)
1561: (13766, 15193)
1562: (11959, 19644)
1563: (1983, 19496)
1564: (13720, 15279)
1565: (15355, 11260)
1566: (1839, 9240)
1567: (11071, 15594)
1568: (12901, 21931)
1569: (14530, 12336)
1570: (13188, 11726)
1571: (16030, 11065)
1572: (13137, 14804)
1573: (11250, 14261)
1574: (8138, 12336)
1575: (4235, 7515)
1576: (2231, 10601)
1577: (8669, 20885)
1578: (7008, 20997)
1579: (3727, 8628)
1580: (16411, 15180)
1581: (15447, 13883)
1582: (9984, 16678)
1583: (11143, 12802)
1584: (10884, 14964)
1585: (12529, 14377)
1586: (3631, 10284)
1587: (13775, 20173)
1588: (8179, 10417)
1589: (13256, 12445)
1590: (7172, 20116)
1591: (7857, 20575)
1592: (6263, 16479)
1593: (7876, 19692)
1594: (14586, 10660)
1595: (9296, 19451)
1596: (15826, 11340)
1597: (10647, 12505)
1598: (9036, 21001)
1599: (6176, 23224)
1600: (3144, 6779)
1601: (7284, 17741)
1602: (9466, 11849)
1603: (8504, 21318)
1604: (3061, 5647)
1605: (11000, 12237)
1606: (10999, 14502)
1607: (2190, 13017)
1608: (1608, 6007)
1609: (7919, 21706)
1610: (8109, 13083)
1611: (1939, 9124)
1612: (17310, 12813)
1613: (7481, 6475)
1614: (13459, 14439)
1615: (8698, 19407)
1616: (4130, 10774)
1617: (12258, 13106)
1618: (2641, 8980)
1619: (6803, 9107)
1620: (13824, 14931)
1621: (11897, 12977)
1622: (8311, 18458)
1623: (6327, 5232)
1624: (6234, 23284)
1625: (13332, 16661)
1626: (12860, 14330)
1627: (4973, 1640)
1628: (10956, 13296)
1629: (13620, 10927)
1630: (10028, 18679)
1631: (12515, 11069)
1632: (5351, 18556)
1633: (6646, 13513)
1634: (15915, 17223)
1635: (12396, 14055)
1636: (7791, 21280)
1637: (4325, 15751)
1638: (5762, 18684)
1639: (6656, 23301)
1640: (12101, 8054)
1641: (14846, 10961)
1642: (7701, 20200)
1643: (13168, 15758)
1644: (9405, 13042)
1645: (14444, 13891)
1646: (13385, 12411)
1647: (4087, 9974)
1648: (766, 9004)
1649: (14126, 21527)
1650: (12717, 1060)
1651: (12269, 12965)
1652: (9933, 9595)
1653: (3520, 9076)
1654: (16242, 12334)
1655: (2090, 7966)
1656: (5016, 9769)
1657: (12642, 10694)
1658: (9424, 13516)
1659: (7789, 5567)
1660: (11920, 12249)
1661: (13627, 17769)
1662: (9237, 15223)
1663: (10678, 13120)
1664: (15944, 15733)
1665: (14243, 10983)
1666: (15297, 11452)
1667: (12040, 10463)
1668: (3214, 8524)
1669: (3660, 7773)
1670: (3147, 7670)
1671: (7787, 22662)
1672: (4545, 9320)
1673: (1004, 8264)
1674: (3238, 12150)
1675: (3683, 17436)
1676: (12476, 17210)
1677: (6504, 18426)
1678: (8023, 21678)
1679: (13786, 19509)
1680: (14710, 18965)
1681: (14386, 18063)
1682: (13859, 16357)
1683: (6366, 22592)
1684: (14499, 20597)
1685: (14430, 22743)
1686: (11631, 17549)
1687: (14176, 19613)
1688: (13239, 20918)
1689: (10560, 15186)
1690: (8898, 12820)
1691: (12577, 13075)
1692: (5156, 10928)
1693: (7351, 21300)
1694: (3198, 1968)
1695: (1935, 7564)
1696: (9647, 8195)
1697: (13314, 1503)
1698: (3598, 9765)
1699: (14496, 10872)
1700: (2597, 6430)
1701: (8902, 12514)
1702: (7290, 10564)
1703: (9780, 9815)
1704: (7594, 20430)
1705: (16178, 4173)
1706: (13674, 11442)
1707: (9098, 2254)
1708: (11603, 5264)
1709: (13791, 9701)
1710: (7456, 20361)
1711: (17437, 12006)
1712: (12916, 9254)
1713: (10632, 16189)
1714: (9424, 19433)
1715: (10024, 8062)
1716: (12034, 14209)
1717: (11683, 10580)
1718: (10626, 10594)
1719: (3372, 7264)
1720: (8902, 12451)
1721: (10105, 15844)
1722: (2823, 7627)
1723: (8855, 2571)
1724: (9063, 12530)
1725: (8239, 3447)
1726: (4176, 1720)
1727: (4600, 10289)
1728: (3108, 10036)
1729: (3593, 8402)
1730: (3561, 10551)
1731: (8927, 10507)
1732: (7581, 22000)
1733: (6389, 22555)
1734: (4029, 9187)
1735: (8256, 10405)
1736: (5957, 17767)
1737: (5581, 19260)
1738: (6638, 19039)
1739: (2374, 8564)
1740: (16961, 15105)
1741: (11793, 10685)
1742: (15318, 13635)
1743: (2589, 9602)
1744: (13216, 5253)
1745: (11186, 9525)
1746: (5959, 7434)
1747: (10710, 18662)
1748: (17375, 14787)
1749: (7072, 18921)
1750: (11039, 10106)
1751: (10659, 12310)
1752: (16329, 11931)
1753: (11387, 17064)
1754: (5540, 5093)
1755: (4375, 10282)
1756: (12460, 15774)
1757: (3960, 7818)
1758: (7057, 5558)
1759: (6287, 7563)
1760: (6669, 12582)
1761: (4056, 6827)
1762: (13025, 11763)
1763: (7142, 14112)
1764: (3435, 9082)
1765: (6845, 20684)
1766: (2442, 8309)
1767: (2705, 8822)
1768: (2588, 8562)
1769: (13123, 15897)
1770: (16233, 14959)
1771: (14015, 16348)
1772: (15439, 14732)
1773: (16508, 15726)
1774: (16066, 13042)
1775: (17109, 15500)
1776: (17216, 14061)
1777: (12919, 15851)
1778: (9057, 18558)
1779: (10296, 17150)
1780: (15592, 19170)
1781: (5011, 1847)
1782: (13853, 19570)
1783: (5421, 12529)
1784: (817, 8220)
1785: (7561, 21182)
1786: (3639, 18416)
1787: (13012, 12960)
1788: (13141, 19849)
1789: (15529, 17358)
1790: (12662, 10088)
1791: (7330, 17807)
1792: (1856, 8707)
1793: (5174, 15899)
1794: (12809, 12899)
1795: (3079, 8911)
1796: (8211, 22646)
1797: (7706, 22357)
1798: (12423, 20994)
1799: (15789, 17451)
1800: (12078, 20581)
1801: (8632, 16018)
1802: (9524, 19033)
1803: (2755, 8911)
1804: (2881, 9740)
1805: (14997, 19589)
1806: (7016, 20225)
1807: (7911, 20644)
1808: (6031, 7241)
1809: (10034, 16292)
1810: (5509, 11587)
1811: (15921, 13556)
1812: (12189, 19009)
1813: (9125, 10713)
1814: (1685, 8130)
1815: (3667, 10536)
1816: (15813, 17974)
1817: (2767, 10119)
1818: (6338, 16983)
1819: (6042, 8702)
1820: (3012, 6292)
1821: (15518, 16313)
1822: (5291, 5379)
1823: (9761, 11832)
1824: (2586, 7609)
1825: (12290, 1924)
1826: (13012, 5835)
1827: (12410, 3497)
1828: (9653, 6064)
1829: (12297, 1452)
1830: (13594, 20623)
1831: (13579, 15109)
1832: (2311, 7124)
1833: (2795, 6450)
1834: (2167, 9228)
1835: (11453, 19857)
1836: (8387, 21218)
1837: (7782, 14499)
1838: (672, 12229)
1839: (9376, 11255)
1840: (5199, 6246)
1841: (2074, 10833)
1842: (12860, 21284)
1843: (13874, 10356)
1844: (9953, 9562)
1845: (14848, 21140)
1846: (10578, 19665)
1847: (16040, 19001)
1848: (11557, 14095)
1849: (11048, 16749)
1850: (12195, 5333)
1851: (13020, 17323)
1852: (14569, 19765)
1853: (12859, 10251)
1854: (13451, 16911)
1855: (10977, 3819)
1856: (8442, 10262)
1857: (11820, 1850)
1858: (15665, 16878)
1859: (11668, 18359)
1860: (8755, 19386)
1861: (6655, 20328)
1862: (9630, 19448)
1863: (9042, 19068)
1864: (2955, 7693)
1865: (15036, 15516)
1866: (2652, 8629)
1867: (3283, 8424)
1868: (4412, 7019)
1869: (4347, 7921)
1870: (10285, 6951)
1871: (8765, 3201)
1872: (3188, 7092)
1873: (5770, 2226)
1874: (2953, 8468)
1875: (3945, 8832)
1876: (11990, 15969)
1877: (12447, 2516)
1878: (12501, 3258)
1879: (8942, 5984)
1880: (8617, 2522)
1881: (14238, 12596)
1882: (11245, 10916)
1883: (10781, 9752)
1884: (13016, 2838)
1885: (8479, 7354)
1886: (9968, 4312)
1887: (6840, 6605)
1888: (8777, 11497)
1889: (4094, 1773)
1890: (8745, 898)
1891: (14944, 18658)
1892: (785, 9103)
1893: (10861, 11029)
1894: (14858, 13336)
1895: (6151, 1874)
1896: (13515, 11741)
1897: (12139, 11310)
1898: (14327, 4089)
1899: (6786, 20613)
1900: (6515, 15100)
1901: (12413, 17881)
1902: (13245, 18500)
1903: (13677, 21241)
1904: (17570, 12157)
1905: (11672, 16128)
1906: (9909, 12966)
1907: (7607, 16497)
1908: (3022, 10345)
1909: (13328, 14707)
1910: (13903, 14970)
1911: (8000, 18546)
1912: (9307, 18729)
1913: (10226, 15933)
1914: (9764, 1930)
1915: (13891, 16118)
1916: (12744, 15148)
1917: (10411, 6838)
1918: (14854, 14386)
1919: (13126, 16299)
1920: (16072, 16375)
1921: (15103, 20866)
1922: (3293, 8264)
1923: (4559, 8247)
1924: (2341, 8777)
1925: (10522, 12048)
1926: (10183, 10378)
1927: (9391, 19039)
1928: (10399, 5816)
1929: (2673, 7948)
1930: (15577, 4043)
1931: (6412, 15215)
1932: (6587, 16822)
1933: (12751, 15354)
1934: (12990, 17172)
1935: (10221, 14916)
1936: (7631, 21670)
1937: (11799, 14903)
1938: (1292, 8964)
1939: (6459, 9046)
1940: (1919, 7585)
1941: (4368, 4060)
1942: (16357, 11732)
1943: (4462, 4037)
1944: (8057, 5070)
1945: (8074, 4976)
1946: (9438, 14373)
1947: (8931, 20302)
1948: (7606, 12750)
1949: (6324, 19873)
1950: (12181, 19997)
1951: (6642, 18160)
1952: (10859, 15409)
1953: (13593, 14162)
1954: (5499, 15044)
1955: (7767, 21836)
1956: (3639, 1159)
1957: (9862, 9530)
1958: (3244, 10119)
1959: (5407, 13019)
1960: (11711, 11117)
1961: (6732, 7251)
1962: (5057, 6992)
1963: (5461, 896)
1964: (11205, 16597)
1965: (6123, 21080)
1966: (6179, 21090)
1967: (12939, 18674)
1968: (6776, 20342)
1969: (5213, 7882)
1970: (7986, 6838)
1971: (8842, 12080)
1972: (12673, 16109)
1973: (11943, 20219)
1974: (10441, 11157)
1975: (9675, 11267)
1976: (15408, 20155)
1977: (15437, 20611)
1978: (3256, 1467)
1979: (15844, 15214)
1980: (9189, 12610)
1981: (2333, 7173)
1982: (12224, 14547)
1983: (12923, 14287)
1984: (2451, 8426)
1985: (7797, 19944)
1986: (3091, 18237)
1987: (2887, 7746)
1988: (3688, 5351)
1989: (3110, 18319)
1990: (9292, 8805)
1991: (7004, 21171)
1992: (4410, 10524)
1993: (1194, 8616)
1994: (790, 8203)
1995: (6879, 20648)
1996: (2418, 8254)
1997: (14476, 19203)
1998: (10437, 22068)
1999: (11824, 15273)
2000: (16330, 14115)
2001: (9089, 3192)
2002: (8854, 383)
2003: (8896, 6351)
2004: (2785, 9682)
2005: (8615, 14807)
2006: (8242, 15798)
2007: (9750, 7589)
2008: (2980, 8874)
2009: (2109, 7867)
2010: (9968, 1134)
2011: (16859, 13010)
2012: (9460, 7285)
2013: (7702, 10331)
2014: (12735, 12467)
2015: (14184, 2400)
2016: (10340, 4018)
2017: (11689, 9920)
2018: (12969, 13499)
2019: (13966, 2390)
2020: (10770, 8629)
2021: (3226, 10158)
2022: (8606, 8990)
2023: (11281, 9842)
2024: (12454, 5675)
2025: (12267, 12521)
2026: (9444, 5733)
2027: (9560, 8597)
2028: (8147, 2553)
2029: (10492, 5077)
2030: (4342, 9069)
2031: (7528, 8598)
2032: (3599, 7706)
2033: (13835, 11084)
2034: (11514, 15707)
2035: (6977, 4760)
2036: (10961, 6074)
2037: (9661, 11450)
2038: (5736, 11249)
2039: (8314, 12495)
2040: (14519, 17804)
2041: (7951, 15936)
2042: (12154, 12026)
2043: (9462, 7589)
2044: (9248, 5378)
2045: (8224, 8940)
2046: (13780, 12403)
2047: (16540, 11989)
2048: (15209, 10857)
2049: (10646, 10130)
2050: (12255, 10625)
2051: (11480, 11855)
2052: (15918, 11197)
2053: (15056, 11640)
2054: (8714, 10959)
2055: (14086, 10513)
2056: (13499, 9909)
2057: (6407, 2744)
2058: (14366, 20083)
2059: (4256, 5833)
2060: (855, 8419)
2061: (2507, 11629)
2062: (9186, 2920)
2063: (2016, 7434)
2064: (6879, 19485)
2065: (16730, 16552)
2066: (13295, 16343)
2067: (14606, 22161)
2068: (7451, 22196)
2069: (5815, 10045)
2070: (13702, 15378)
2071: (3522, 10470)
2072: (6459, 20790)
2073: (13598, 17244)
2074: (5035, 19274)
2075: (10874, 11508)
2076: (10371, 7537)
2077: (9743, 3764)
2078: (8156, 10492)
2079: (11010, 11653)
2080: (5574, 9506)
2081: (16362, 14404)
2082: (13251, 16003)
2083: (15061, 20324)
2084: (10928, 4370)
2085: (8487, 1834)
2086: (7674, 18977)
2087: (16402, 14340)
2088: (3432, 9713)
2089: (6494, 19941)
2090: (9986, 6407)
2091: (15237, 10486)
2092: (15581, 14124)
2093: (13209, 10336)
2094: (15958, 13810)
2095: (11671, 14133)
2096: (9443, 15735)
2097: (7061, 12548)
2098: (3515, 7299)
2099: (13496, 10862)
2100: (10761, 15650)
2101: (5613, 4092)
2102: (11107, 19740)
2103: (11605, 11450)
2104: (10051, 18983)
2105: (13406, 15275)
2106: (14460, 19024)
2107: (12656, 20685)
2108: (13828, 12230)
2109: (5557, 19827)
2110: (4624, 16953)
2111: (14007, 15589)
2112: (9968, 19917)
2113: (13439, 9575)
2114: (12852, 21197)
2115: (15894, 18940)
2116: (14376, 18759)
2117: (16859, 16090)
2118: (11888, 11479)
2119: (16244, 18421)
2120: (16347, 13626)
2121: (8964, 7295)
2122: (2955, 13080)
2123: (11012, 10407)
2124: (10122, 13695)
2125: (9480, 10759)
2126: (14411, 12580)
2127: (8391, 16343)
2128: (13706, 5751)
2129: (13915, 5711)
2130: (3924, 9310)
2131: (12499, 19752)
2132: (14047, 10809)
2133: (13588, 1501)
2134: (13363, 1426)
2135: (12374, 13867)
2136: (14686, 11735)
2137: (15635, 17397)
2138: (16854, 14916)
2139: (12908, 17852)
2140: (9186, 10207)
2141: (7174, 21665)
2142: (14595, 15193)
2143: (7379, 20819)
2144: (10603, 17078)
2145: (13730, 11075)
2146: (11913, 10258)
2147: (3458, 5867)
2148: (15208, 10606)
2149: (8877, 13765)
2150: (13970, 11131)
2151: (6260, 5169)
2152: (10055, 17331)
2153: (10077, 11983)
2154: (12457, 10561)
2155: (4489, 17071)
2156: (11823, 15669)
2157: (10180, 8973)
2158: (2489, 8705)
2159: (10950, 14026)
2160: (5801, 10817)
2161: (14734, 19275)
2162: (11841, 13552)
2163: (2711, 14317)
2164: (12284, 13358)
2165: (11360, 15400)
2166: (13777, 11761)
2167: (6870, 7415)
2168: (14182, 12302)
2169: (9082, 6042)
2170: (15186, 11083)
2171: (15044, 12435)
2172: (5302, 16955)
2173: (17170, 12421)
2174: (13757, 18263)
2175: (14974, 11237)
2176: (7375, 14759)
2177: (7702, 14335)
2178: (10617, 10269)
2179: (7971, 11397)
2180: (12293, 13511)
2181: (17383, 14744)
2182: (12618, 10091)
2183: (11316, 11141)
2184: (15453, 11688)
2185: (13761, 11252)
2186: (12526, 10002)
2187: (15365, 11817)
2188: (13024, 14105)
2189: (16108, 11132)
2190: (16716, 13887)
2191: (8385, 5377)
2192: (4103, 9264)
2193: (9082, 14743)
2194: (10654, 19722)
2195: (14236, 9822)
2196: (9217, 11451)
2197: (15784, 13723)
2198: (9787, 10584)
2199: (8282, 6425)
2200: (9506, 15184)
2201: (12459, 11137)
2202: (8736, 11436)
2203: (11530, 7660)
2204: (16296, 17789)
2205: (12318, 10674)
2206: (12990, 10730)
2207: (15606, 13759)
2208: (11718, 10032)
2209: (11339, 19375)
2210: (10016, 9571)
2211: (11428, 15641)
2212: (11666, 11613)
2213: (3366, 7117)
2214: (14034, 11453)
2215: (13223, 10567)
2216: (12161, 11228)
2217: (17121, 11776)
2218: (16667, 12217)
2219: (14131, 9800)
2220: (16061, 17766)
2221: (13280, 10247)
2222: (11409, 17642)
2223: (14254, 9963)
2224: (13291, 10208)
2225: (17239, 11834)
2226: (14528, 11235)
2227: (16446, 11122)
2228: (10487, 9940)
2229: (5811, 20252)
2230: (4159, 10518)
2231: (10708, 11268)
2232: (10872, 11476)
2233: (11843, 19636)
2234: (14319, 18435)
2235: (13436, 17319)
2236: (14403, 20289)
2237: (11272, 2650)
2238: (9109, 12089)
2239: (9650, 6985)
2240: (4212, 956)
2241: (3637, 9016)
2242: (9902, 11500)
2243: (4474, 6676)
2244: (920, 8677)
2245: (11047, 18227)
2246: (7380, 20253)
2247: (9975, 16920)
2248: (8474, 21989)
2249: (8128, 21233)
2250: (5880, 22967)
2251: (9669, 18210)
2252: (1292, 9509)
2253: (1310, 8015)
2254: (11739, 16201)
2255: (14143, 12508)
2256: (9646, 18127)
2257: (11214, 15013)
2258: (14899, 15553)
2259: (3581, 8868)
2260: (9893, 14830)
2261: (15289, 16163)
2262: (10231, 21372)
2263: (14924, 14141)
2264: (13076, 19663)
2265: (9064, 19371)
2266: (15973, 15344)
2267: (3629, 5524)
2268: (430, 8565)
2269: (13416, 14786)
2270: (6702, 938)
2271: (10094, 4323)
2272: (3590, 7890)
2273: (10644, 19819)
2274: (8704, 20708)
2275: (500, 8557)
2276: (4751, 7591)
2277: (12953, 20158)
2278: (9369, 18895)
2279: (14170, 16192)
2280: (11599, 18169)
2281: (2358, 7097)
2282: (10469, 16922)
2283: (13462, 15219)
2284: (7768, 21975)
2285: (15726, 19091)
2286: (2077, 7227)
2287: (9919, 21443)
2288: (11526, 18931)
2289: (6785, 7688)
2290: (15853, 18650)
2291: (13164, 16389)
